thscode,name,industry,pool,score,verdict,roe,gross_margin,net_margin,ocf_to_ni,debt_ratio,revenue_yoy,net_profit_yoy,pe_ttm,pb_mrq,market_cap_yi,price,change_pct,red_flags,yellow_flags,green_highlights,reason,high_leverage_note
300807.SZ,天迈科技,计算机设备,loss,0,RED,-0.0593,0.41119,-0.17499199999999998,-0.88346525,0.242179,-0.02122029,0.52905198,-72.272577,5.762065,25.8482391,37.99,0.77,ROE 仅 -5.9%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.88，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-72.3）,净利率 -17.5%，低于 5%，价格敏感度高;营收同比 -2.1%，负增长,高毛利率 41.1%，通常意味差异化/护城河;资产负债率仅 24.2%，财务结构稳健;净利增长 52.9%，利润增长强劲,PE<0（亏损观察池）,
300808.SZ,久量股份,光学光电子,loss,0,RED,-0.062400000000000004,0.113712,-0.20317,-0.43369869,0.19439299999999998,-0.30181996,-2.15885084,-50.26587,3.311931,30.768,19.23,-2.29,ROE 仅 -6.2%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.43，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-50.3）;营收同比下降 -30.2%，大幅萎缩;净利同比下降 -215.9%，严重恶化,毛利率 11.4%，低于 20%（弱护城河风险）;净利率 -20.3%，低于 5%，价格敏感度高,资产负债率仅 19.4%，财务结构稳健,PE<0（亏损观察池）,
300810.SZ,中科海讯,航海装备Ⅱ,loss,0,RED,-0.0555,0.232279,-0.133817,1.82343063,0.386762,0.31684475,-0.68772245,-87.561854,3.738137,28.8042,24.4,0.91,ROE 仅 -5.5%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-87.6）;净利同比下降 -68.8%，严重恶化,净利率 -13.4%，低于 5%，价格敏感度高,经营现金流/净利润 1.82，高含金量利润;营收增长 31.7%，强成长,PE<0（亏损观察池）,
300812.SZ,易天股份,消费电子,loss,1.0999999999999996,RED,0.0242,0.303136,0.025043000000000003,7.610886460000001,0.431295,0.60118737,1.17080004,-1306.45009,5.007673,38.88818467,19.83,1.9,ROE 仅 2.4%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-1306.5）,净利率 2.5%，低于 5%，价格敏感度高,经营现金流/净利润 7.61，高含金量利润;营收增长 60.1%，强成长;净利增长 117.1%，利润增长强劲,PE<0（亏损观察池）,
300825.SZ,阿尔特,汽车服务,loss,0,RED,-0.11800000000000001,0.061708,-0.269941,0.39450622,0.33749,0.00429586,-0.8840297300000001,-21.835212,2.662029,54.09043657,10.93,-1,ROE 仅 -11.8%，低于 5% 资本回报红线;经营现金流/净利润仅 0.39，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-21.8）;净利同比下降 -88.4%，严重恶化,毛利率 6.2%，低于 20%（弱护城河风险）;净利率 -27.0%，低于 5%，价格敏感度高,,PE<0（亏损观察池）,
300830.SZ,金现代,软件开发,loss,0,RED,-0.0626,0.34944899999999995,-0.254842,-1.29844073,0.053933999999999996,-0.2917924,-7.87618698,-47.975207,2.881628,37.89265867,8.39,-0.12,ROE 仅 -6.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.30，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-48.0）;营收同比下降 -29.2%，大幅萎缩;净利同比下降 -787.6%，严重恶化,净利率 -25.5%，低于 5%，价格敏感度高,资产负债率仅 5.4%，财务结构稳健,PE<0（亏损观察池）,
300838.SZ,浙江力诺,通用设备,loss,0,RED,-0.0285,0.165835,-0.03438,2.97992412,0.477016,0.02463989,-2.50612071,-58.114843,1.994687,18.971975,13.75,0.44,ROE 仅 -2.9%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-58.1）;净利同比下降 -250.6%，严重恶化,毛利率 16.6%，低于 20%（弱护城河风险）;净利率 -3.4%，低于 5%，价格敏感度高,经营现金流/净利润 2.98，高含金量利润,PE<0（亏损观察池）,
300842.SZ,帝科股份,光伏设备,loss,0,RED,-0.1693,0.090886,-0.011158,-2.4148192,0.823435,0.17559982999999998,-1.76800403,-30.944091,5.71995,91.77321365,63.17,2.5,ROE 仅 -16.9%，低于 5% 资本回报红线;经营现金流/净利润仅 -2.41，低于 0.5（严重盈利质量隐患）;资产负债率 82.3%，超过 70% 高杠杆红线;PE(TTM) 为负值（公司亏损，-30.9）;净利同比下降 -176.8%，严重恶化,毛利率 9.1%，低于 20%（弱护城河风险）;净利率 -1.1%，低于 5%，价格敏感度高,营收增长 17.6%，强成长,PE<0（亏损观察池）,
300844.SZ,山水比德,工程咨询服务Ⅱ,loss,0,RED,-0.0342,0.449409,-0.05177,0.46542929,0.250498,0.030042390000000002,-1.91735872,-36.264374,2.845948,21.77406157,23.36,-0.68,ROE 仅 -3.4%，低于 5% 资本回报红线;经营现金流/净利润仅 0.47，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-36.3）;净利同比下降 -191.7%，严重恶化,净利率 -5.2%，低于 5%，价格敏感度高,高毛利率 44.9%，通常意味差异化/护城河;资产负债率仅 25.0%，财务结构稳健,PE<0（亏损观察池）,
300846.SZ,首都在线,IT服务Ⅱ,loss,0,RED,-0.1981,0.130549,-0.128515,-1.05731735,0.583598,-0.11469184,0.43909509999999996,-72.043234,14.297616,109.37750041,21.69,5.14,ROE 仅 -19.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.06，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-72.0）;营收同比下降 -11.5%，大幅萎缩,毛利率 13.1%，低于 20%（弱护城河风险）;净利率 -12.9%，低于 5%，价格敏感度高;资产负债率 58.4%，超过 50%，杠杆偏高,净利增长 43.9%，利润增长强劲,PE<0（亏损观察池）,
300849.SZ,锦盛新材,化妆品,loss,0,RED,-0.09369999999999999,0.180985,-0.17469,-0.51202888,0.210259,-0.07910384,-1.3654259,-58.266342,6.050647,32.61,21.74,-2.86,ROE 仅 -9.4%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.51，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-58.3）;净利同比下降 -136.5%，严重恶化,毛利率 18.1%，低于 20%（弱护城河风险）;净利率 -17.5%，低于 5%，价格敏感度高;营收同比 -7.9%，负增长,资产负债率仅 21.0%，财务结构稳健,PE<0（亏损观察池）,
300853.SZ,申昊科技,电网设备,loss,0,RED,-0.2531,0.10309900000000001,-0.6417829999999999,-0.27306691,0.581145,0.98151515,0.18446660999999998,-22.054689,8.010049,41.07227345,27.95,1.9,ROE 仅 -25.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.27，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-22.1）,毛利率 10.3%，低于 20%（弱护城河风险）;净利率 -64.2%，低于 5%，价格敏感度高;资产负债率 58.1%，超过 50%，杠杆偏高,营收增长 98.2%，强成长,PE<0（亏损观察池）,
300854.SZ,中兰环保,环境治理,loss,0,RED,-0.0922,0.16772099999999998,-0.180546,0.7955324899999999,0.37879199999999996,-0.20957783,-7.624561760000001,-28.687385,2.716371,24.3979967,17.45,-1.63,ROE 仅 -9.2%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-28.7）;营收同比下降 -21.0%，大幅萎缩;净利同比下降 -762.5%，严重恶化,毛利率 16.8%，低于 20%（弱护城河风险）;净利率 -18.1%，低于 5%，价格敏感度高;经营现金流/净利润 0.80，低于 0.8（利润含金量存疑）,,PE<0（亏损观察池）,
300860.SZ,锋尚文化,专业服务,loss,0,RED,-0.0053,0.195902,-0.065861,1.83613445,0.079445,-0.58768064,-1.3972092799999998,-490.202077,1.633989,51.10783608,27.12,0.71,ROE 仅 -0.5%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-490.2）;营收同比下降 -58.8%，大幅萎缩;净利同比下降 -139.7%，严重恶化,毛利率 19.6%，低于 20%（弱护城河风险）;净利率 -6.6%，低于 5%，价格敏感度高,经营现金流/净利润 1.84，高含金量利润;资产负债率仅 7.9%，财务结构稳健,PE<0（亏损观察池）,
300862.SZ,蓝盾光电,通用设备,loss,0,RED,-0.045,0.248446,-0.224063,-0.34662747000000005,0.176726,-0.34533923,-14.68723548,-91.802656,4.452465,87.30580586,47.29,19.99,ROE 仅 -4.5%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.35，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-91.8）;营收同比下降 -34.5%，大幅萎缩;净利同比下降 -1468.7%，严重恶化,净利率 -22.4%，低于 5%，价格敏感度高,资产负债率仅 17.7%，财务结构稳健,PE<0（亏损观察池）,
300868.SZ,杰美特,消费电子,loss,0,RED,-0.0375,0.22983699999999999,-0.098005,-0.23985081,0.321373,-0.17329944,-8.94067779,-193.425214,7.980435,117.1697142,92.13,6.51,ROE 仅 -3.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.24，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-193.4）;营收同比下降 -17.3%，大幅萎缩;净利同比下降 -894.1%，严重恶化,净利率 -9.8%，低于 5%，价格敏感度高,,PE<0（亏损观察池）,
300869.SZ,康泰医学,医疗器械,loss,0,RED,-0.0137,0.48046999999999995,-0.052187000000000004,-0.9125274400000001,0.374583,-0.02459392,0.6864819400000001,-95.661009,2.771976,46.97089356,11.69,0.95,ROE 仅 -1.4%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.91，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-95.7）,净利率 -5.2%，低于 5%，价格敏感度高;营收同比 -2.5%，负增长,高毛利率 48.0%，通常意味差异化/护城河;净利增长 68.6%，利润增长强劲,PE<0（亏损观察池）,
300872.SZ,天阳科技,IT服务Ⅱ,loss,0,RED,-0.041100000000000005,0.177987,-0.081825,-0.9674170599999999,0.250171,0.0060355899999999995,-2.7823083000000004,-49.096048,2.06504,76.68382214,15.71,-0.44,ROE 仅 -4.1%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.97，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-49.1）;净利同比下降 -278.2%，严重恶化,毛利率 17.8%，低于 20%（弱护城河风险）;净利率 -8.2%，低于 5%，价格敏感度高,资产负债率仅 25.0%，财务结构稳健,PE<0（亏损观察池）,
300875.SZ,捷强装备,地面兵装Ⅱ,loss,0,RED,-0.12279999999999999,0.264223,-0.34524,0.44064252000000004,0.301691,1.29617308,0.5957320899999999,-29.03117,3.925039,33.34480683,33.4,-0.89,ROE 仅 -12.3%，低于 5% 资本回报红线;经营现金流/净利润仅 0.44，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-29.0）,净利率 -34.5%，低于 5%，价格敏感度高,营收增长 129.6%，强成长;净利增长 59.6%，利润增长强劲,PE<0（亏损观察池）,
300876.SZ,蒙泰高新,化学纤维,loss,0,RED,-0.0741,0.030071,-0.123847,-1.27440738,0.40696899999999997,0.050777739999999995,0.040300209999999996,-39.846017,2.324176,23.67224716,15.57,-0.06,ROE 仅 -7.4%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.27，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-39.8）,毛利率 3.0%，低于 20%（弱护城河风险）;净利率 -12.4%，低于 5%，价格敏感度高,,PE<0（亏损观察池）,
300878.SZ,维康药业,中药Ⅱ,loss,0,RED,-0.21780000000000002,0.31064800000000004,-1.019795,-0.29510401999999997,0.261745,-0.35856049,-0.54207081,-23.287913,5.507941,50.24224173,34.7,-2.5,ROE 仅 -21.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.30，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-23.3）;营收同比下降 -35.9%，大幅萎缩;净利同比下降 -54.2%，严重恶化,净利率 -102.0%，低于 5%，价格敏感度高,资产负债率仅 26.2%，财务结构稳健,PE<0（亏损观察池）,
300879.SZ,大叶股份,专用设备,loss,0,RED,-0.0377,0.23093,-0.012097,1.56458165,0.762206,1.130356,-3.81618725,-16.020685,2.80329,34.63044033,17.11,-0.52,ROE 仅 -3.8%，低于 5% 资本回报红线;资产负债率 76.2%，超过 70% 高杠杆红线;PE(TTM) 为负值（公司亏损，-16.0）;净利同比下降 -381.6%，严重恶化,净利率 -1.2%，低于 5%，价格敏感度高,经营现金流/净利润 1.56，高含金量利润;营收增长 113.0%，强成长,PE<0（亏损观察池）,
300883.SZ,龙利得,包装印刷,loss,0,RED,-0.005600000000000001,0.142201,-0.008716,-1.70253686,0.446197,0.08460042,-1.07922758,-169.904227,1.497954,21.1406,6.11,-1.29,ROE 仅 -0.6%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.70，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-169.9）;净利同比下降 -107.9%，严重恶化,毛利率 14.2%，低于 20%（弱护城河风险）;净利率 -0.9%，低于 5%，价格敏感度高,,PE<0（亏损观察池）,
300887.SZ,谱尼测试,专业服务,loss,0,RED,-0.08349999999999999,0.32413400000000003,-0.177792,-0.44335822999999996,0.15696300000000002,-0.11444736999999999,0.30968184,-19.775521,1.469688,40.4388459,7.41,-0.27,ROE 仅 -8.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.44，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-19.8）;营收同比下降 -11.4%，大幅萎缩,净利率 -17.8%，低于 5%，价格敏感度高,资产负债率仅 15.7%，财务结构稳健;净利增长 31.0%，利润增长强劲,PE<0（亏损观察池）,
300889.SZ,爱克股份,光学光电子,loss,0,RED,-0.053099999999999994,0.185483,-0.060725,-0.4999058,0.492839,0.30469944000000004,0.28120083,-60.541068,3.408415,48.25175323,21.91,0.83,ROE 仅 -5.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.50，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-60.5）,毛利率 18.5%，低于 20%（弱护城河风险）;净利率 -6.1%，低于 5%，价格敏感度高,营收增长 30.5%，强成长;净利增长 28.1%，利润增长强劲,PE<0（亏损观察池）,
300891.SZ,惠云钛业,化学原料,loss,0,RED,-0.04769999999999999,0.058578,-0.035921,-2.12793171,0.579144,0.04619085,-15.16186635,-35.492482,2.364571,28.56059598,7.14,0.28,ROE 仅 -4.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -2.13，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-35.5）;净利同比下降 -1516.2%，严重恶化,毛利率 5.9%，低于 20%（弱护城河风险）;净利率 -3.6%，低于 5%，价格敏感度高;资产负债率 57.9%，超过 50%，杠杆偏高,,PE<0（亏损观察池）,
300892.SZ,品渥食品,饮料乳品,loss,0,RED,0.0048,0.162427,0.006346000000000001,5.22783754,0.184803,-0.0971514,-0.28144957000000004,-882.346837,2.241379,23.25,23.25,-6.06,ROE 仅 0.5%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-882.3）;净利同比下降 -28.1%，严重恶化,毛利率 16.2%，低于 20%（弱护城河风险）;净利率 0.6%，低于 5%，价格敏感度高;营收同比 -9.7%，负增长,经营现金流/净利润 5.23，高含金量利润;资产负债率仅 18.5%，财务结构稳健,PE<0（亏损观察池）,
300894.SZ,火星人,厨卫电器,loss,0,RED,-0.23629999999999998,0.374511,-0.384295,0.67804856,0.47027500000000005,-0.44002381999999995,-27.55290974,-15.88998,4.838846,46.89948763,11.58,-0.6,ROE 仅 -23.6%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-15.9）;营收同比下降 -44.0%，大幅萎缩;净利同比下降 -2755.3%，严重恶化,净利率 -38.4%，低于 5%，价格敏感度高;经营现金流/净利润 0.68，低于 0.8（利润含金量存疑）,,PE<0（亏损观察池）,
300895.SZ,铜牛信息,IT服务Ⅱ,loss,0,RED,-0.097477,0.014356,-0.310782,-0.45752296000000003,0.156907,-0.06384209,0.38304627,-112.578247,10.808766,80.83365718,57.41,3.7,ROE 仅 -9.7%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.46，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-112.6）,毛利率 1.4%，低于 20%（弱护城河风险）;净利率 -31.1%，低于 5%，价格敏感度高;营收同比 -6.4%，负增长,资产负债率仅 15.7%，财务结构稳健;净利增长 38.3%，利润增长强劲,PE<0（亏损观察池）,
300899.SZ,上海凯鑫,环境治理,loss,0,RED,0.042300000000000004,0.341472,0.130438,-0.68691887,0.129839,1.5510652999999999,17.54422821,-698.23646,2.920547,18.26120632,28.63,-1.28,ROE 仅 4.2%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.69，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-698.2）,,资产负债率仅 13.0%，财务结构稳健;营收增长 155.1%，强成长;净利增长 1754.4%，利润增长强劲,PE<0（亏损观察池）,
300900.SZ,广联航空,航空装备Ⅱ,loss,0,RED,-0.0783,0.174236,-0.094236,-1.62198289,0.6939749999999999,-0.0332945,-1.0820754700000002,-58.144845,4.133681,80.02930556,24.42,0.58,ROE 仅 -7.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.62，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-58.1）;净利同比下降 -108.2%，严重恶化,毛利率 17.4%，低于 20%（弱护城河风险）;净利率 -9.4%，低于 5%，价格敏感度高;资产负债率 69.4%，超过 50%，杠杆偏高;营收同比 -3.3%，负增长,,PE<0（亏损观察池）,
300902.SZ,国安达,专用设备,loss,0,RED,-0.0008,0.35304699999999994,-0.0070799999999999995,-36.25435846,0.15806900000000002,0.02357511,0.96945214,-305.445969,3.835238,31.10655644,17.11,1.78,ROE 仅 -0.1%，低于 5% 资本回报红线;经营现金流/净利润仅 -36.25，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-305.4）,净利率 -0.7%，低于 5%，价格敏感度高,资产负债率仅 15.8%，财务结构稳健;净利增长 96.9%，利润增长强劲,PE<0（亏损观察池）,
300903.SZ,科翔股份,元件,loss,0,RED,-0.1426,0.070362,-0.071357,-0.65308891,0.757596,0.09557950999999999,0.28320761,-131.240551,19.050655,347.87386384,79.9,3.23,ROE 仅 -14.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.65，低于 0.5（严重盈利质量隐患）;资产负债率 75.8%，超过 70% 高杠杆红线;PE(TTM) 为负值（公司亏损，-131.2）,毛利率 7.0%，低于 20%（弱护城河风险）;净利率 -7.1%，低于 5%，价格敏感度高,净利增长 28.3%，利润增长强劲,PE<0（亏损观察池）,
300911.SZ,亿田智能,厨卫电器,loss,0,RED,-0.1331,0.103143,-0.508928,-0.04919422,0.47299100000000005,-0.51944188,-7.475994409999999,-24.654428,3.745457,40.59205009,22.14,-2.08,ROE 仅 -13.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.05，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-24.7）;营收同比下降 -51.9%，大幅萎缩;净利同比下降 -747.6%，严重恶化,毛利率 10.3%，低于 20%（弱护城河风险）;净利率 -50.9%，低于 5%，价格敏感度高,,PE<0（亏损观察池）,
300912.SZ,凯龙高科,汽车零部件,loss,0,RED,-0.2241,0.068332,-0.196647,-0.13285174,0.667142,0.024202880000000003,0.61473233,-26.158225,5.290698,23.6880384,20.8,-1.14,ROE 仅 -22.4%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.13，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-26.2）,毛利率 6.8%，低于 20%（弱护城河风险）;净利率 -19.7%，低于 5%，价格敏感度高;资产负债率 66.7%，超过 50%，杠杆偏高,净利增长 61.5%，利润增长强劲,PE<0（亏损观察池）,
300915.SZ,海融科技,饮料乳品,loss,0,RED,-0.0118,0.24514,-0.018328,-0.2102986,0.164829,-0.08176691,-1.16362009,-366.457744,1.671896,25.6837946,20.41,-1.5,ROE 仅 -1.2%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.21，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-366.5）;净利同比下降 -116.4%，严重恶化,净利率 -1.8%，低于 5%，价格敏感度高;营收同比 -8.2%，负增长,资产负债率仅 16.5%，财务结构稳健,PE<0（亏损观察池）,
300928.SZ,华安鑫创,汽车零部件,loss,0,RED,-0.1114,0.031844000000000004,-0.129357,0.24174216,0.141877,-0.12516056,-0.59915795,-17.084134,1.980334,20.048,25.06,-0.16,ROE 仅 -11.1%，低于 5% 资本回报红线;经营现金流/净利润仅 0.24，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-17.1）;营收同比下降 -12.5%，大幅萎缩;净利同比下降 -59.9%，严重恶化,毛利率 3.2%，低于 20%（弱护城河风险）;净利率 -12.9%，低于 5%，价格敏感度高,资产负债率仅 14.2%，财务结构稳健,PE<0（亏损观察池）,
300929.SZ,华骐环保,环境治理,loss,0,RED,-0.0506,0.217701,-0.109026,-0.37154054000000003,0.564486,0.2713325,0.04757599,-50.080536,2.895407,22.2247632,16.82,19.97,ROE 仅 -5.1%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.37，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-50.1）,净利率 -10.9%，低于 5%，价格敏感度高;资产负债率 56.4%，超过 50%，杠杆偏高,营收增长 27.1%，强成长,PE<0（亏损观察池）,
300931.SZ,通用电梯,专用设备,loss,0,RED,-0.08800000000000001,0.294154,-0.130091,-0.50714814,0.33763800000000005,-0.21275963,-0.10662891999999999,-54.839228,6.055139,35.746137,14.7,5.98,ROE 仅 -8.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.51，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-54.8）;营收同比下降 -21.3%，大幅萎缩,净利率 -13.0%，低于 5%，价格敏感度高;净利同比 -10.7%，利润下滑,,PE<0（亏损观察池）,
300933.SZ,中辰股份,电网设备,loss,0,RED,-0.0077,0.112035,-0.010275000000000001,-7.53790667,0.498721,-0.07865998,-1.35352732,-303.577926,1.694847,35.99855187,6.58,-1.05,ROE 仅 -0.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -7.54，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-303.6）;净利同比下降 -135.4%，严重恶化,毛利率 11.2%，低于 20%（弱护城河风险）;净利率 -1.0%，低于 5%，价格敏感度高;营收同比 -7.9%，负增长,,PE<0（亏损观察池）,
300935.SZ,盈建科,软件开发,loss,0,RED,-0.0984,0.87886,-0.618235,0.7436955000000001,0.08125299999999999,-0.049083709999999996,-0.5492598799999999,-29.018908,3.400704,24.996835,31.47,-10.55,ROE 仅 -9.8%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-29.0）;净利同比下降 -54.9%，严重恶化,净利率 -61.8%，低于 5%，价格敏感度高;经营现金流/净利润 0.74，低于 0.8（利润含金量存疑）;营收同比 -4.9%，负增长,高毛利率 87.9%，通常意味差异化/护城河;资产负债率仅 8.1%，财务结构稳健,PE<0（亏损观察池）,
300937.SZ,药易购,医药商业,loss,0,RED,-0.015657,0.104155,-0.003695,1.02908633,0.5363859999999999,0.013525279999999999,-1.97358872,-148.666631,3.590038,29.36967137,30.7,-3.15,ROE 仅 -1.6%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-148.7）;净利同比下降 -197.4%，严重恶化,毛利率 10.4%，低于 20%（弱护城河风险）;净利率 -0.4%，低于 5%，价格敏感度高;资产负债率 53.6%，超过 50%，杠杆偏高,,PE<0（亏损观察池）,
300947.SZ,德必集团,一般零售,loss,0,RED,-0.0471,0.282659,-0.064448,-13.27007305,0.766622,-0.029813489999999998,-2.6948439200000003,-34.362621,1.802592,21.37087021,14.14,-1.33,ROE 仅 -4.7%，低于 5% 资本回报红线;经营现金流/净利润仅 -13.27，低于 0.5（严重盈利质量隐患）;资产负债率 76.7%，超过 70% 高杠杆红线;PE(TTM) 为负值（公司亏损，-34.4）;净利同比下降 -269.5%，严重恶化,净利率 -6.4%，低于 5%，价格敏感度高;营收同比 -3.0%，负增长,,PE<0（亏损观察池）,
300948.SZ,冠中生态,基础建设,loss,0,RED,-0.0655,0.169917,-0.33151200000000003,0.5139800600000001,0.39344,0.06197593999999999,0.27856518,-71.617075,3.544146,33.87813041,20.61,-0.63,ROE 仅 -6.6%，低于 5% 资本回报红线;PE(TTM) 为负值（公司亏损，-71.6）,毛利率 17.0%，低于 20%（弱护城河风险）;净利率 -33.2%，低于 5%，价格敏感度高;经营现金流/净利润 0.51，低于 0.8（利润含金量存疑）,净利增长 27.9%，利润增长强劲,PE<0（亏损观察池）,
300949.SZ,奥雅股份,基础建设,loss,0,RED,-0.2034,0.29641100000000004,-0.30804200000000004,-0.30463895,0.45213299999999995,0.05284966,0.54498225,-15.66507,3.391265,19.0965,21.95,-0.41,ROE 仅 -20.3%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.30，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-15.7）,净利率 -30.8%，低于 5%，价格敏感度高,净利增长 54.5%，利润增长强劲,PE<0（亏损观察池）,
300955.SZ,嘉亨家化,化妆品,loss,0,RED,-0.041299999999999996,0.16724799999999998,-0.03266,-1.18051361,0.531235,0.23279589,-0.56825167,-149.952921,3.710579,32.12496,31.87,1.27,ROE 仅 -4.1%，低于 5% 资本回报红线;经营现金流/净利润仅 -1.18，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-150.0）;净利同比下降 -56.8%，严重恶化,毛利率 16.7%，低于 20%（弱护城河风险）;净利率 -3.3%，低于 5%，价格敏感度高;资产负债率 53.1%，超过 50%，杠杆偏高,营收增长 23.3%，强成长,PE<0（亏损观察池）,
300958.SZ,建工修复,环境治理,loss,0,RED,-0.0662,0.21195599999999998,-0.139482,-0.44872185000000003,0.531509,-0.28588427,-0.52392254,-18.616683,1.503939,18.18144316,11.6,0.61,ROE 仅 -6.6%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.45，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-18.6）;营收同比下降 -28.6%，大幅萎缩;净利同比下降 -52.4%，严重恶化,净利率 -13.9%，低于 5%，价格敏感度高;资产负债率 53.2%，超过 50%，杠杆偏高,,PE<0（亏损观察池）,
300959.SZ,线上线下,通信服务,loss,0,RED,-0.0097,0.091459,-0.016563,-6.1531093,0.074041,-0.49064185000000005,-1.3592522299999998,-347.282711,7.350549,81.23577224,101.08,0.48,ROE 仅 -1.0%，低于 5% 资本回报红线;经营现金流/净利润仅 -6.15，低于 0.5（严重盈利质量隐患）;PE(TTM) 为负值（公司亏损，-347.3）;营收同比下降 -49.1%，大幅萎缩;净利同比下降 -135.9%，严重恶化,毛利率 9.1%，低于 20%（弱护城河风险）;净利率 -1.7%，低于 5%，价格敏感度高,资产负债率仅 7.4%，财务结构稳健,PE<0（亏损观察池）,
300961.SZ,深水海纳,环境治理,loss,0,RED,-0.2663,0.278558,-0.47592300000000004,-0.25021662,0.7582519999999999,0.00505009,0.27962627,-9.868096,3.830602,21.18496,11.95,1.53,ROE 仅 -26.6%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.25，低于 0.5（严重盈利质量隐患）;资产负债率 75.8%，超过 70% 高杠杆红线;PE(TTM) 为负值（公司亏损，-9.9）,净利率 -47.6%，低于 5%，价格敏感度高,净利增长 28.0%，利润增长强劲,PE<0（亏损观察池）,
