thscode,name,industry,pool,score,verdict,roe,gross_margin,net_margin,ocf_to_ni,debt_ratio,revenue_yoy,net_profit_yoy,pe_ttm,pb_mrq,market_cap_yi,price,change_pct,red_flags,yellow_flags,green_highlights,reason,high_leverage_note
600000.SH,浦发银行,银行Ⅱ,exclude,3.3,RED,0.0676,,0.289744,7.51416518,0.9182250000000001,0.01883477,0.1051771,6.027906,0.402046,3030.8312853,9.1,-0.87,资产负债率 91.8%，超过 70% 高杠杆红线,ROE 6.8%，低于 10% 良好线;毛利率数据缺失,净利率 29.0%，出色的费用控制或定价权;经营现金流/净利润 7.51，高含金量利润;PE(TTM) 6.0 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,1
600004.SH,白云机场,航空机场,watch,6.9,YELLOW,0.0745,0.253203,0.19027899999999998,2.09404503,0.281995,0.0715832,0.58595099,14.384543,0.910056,192.77789593,7.48,-0.66,,ROE 7.4%，低于 10% 良好线,经营现金流/净利润 2.09，高含金量利润;资产负债率仅 28.2%，财务结构稳健;PE(TTM) 14.4 < 15，估值有一定吸引力;净利增长 58.6%，利润增长强劲,,
600007.SH,中国国贸,房地产开发,watch,6.2,YELLOW,0.1264,0.577215,0.319107,1.3100604100000002,0.14849,-0.0363002,-0.04760286,15.526277,1.847659,185.74289927,18.44,0.71,,营收同比 -3.6%，负增长;净利同比 -4.8%，利润下滑,高毛利率 57.7%，通常意味差异化/护城河;净利率 31.9%，出色的费用控制或定价权;经营现金流/净利润 1.31，高含金量利润;资产负债率仅 14.8%，财务结构稳健,,
600008.SH,首创环保,环境治理,exclude,2.2,RED,0.057300000000000004,0.36678,0.11932000000000001,2.12293321,0.637598,-0.05807466,-0.49777552999999997,11.443653,0.974361,206.27059802,2.81,-1.06,净利同比下降 -49.8%，严重恶化,ROE 5.7%，低于 10% 良好线;资产负债率 63.8%，超过 50%，杠杆偏高;营收同比 -5.8%，负增长,经营现金流/净利润 2.12，高含金量利润;PE(TTM) 11.4 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600009.SH,上海机场,航空机场,watch,6.2,YELLOW,0.050300000000000004,0.27514299999999997,0.180619,2.82587026,0.378627,0.07902042,0.0945353,26.443335,1.334001,575.29797485,23.12,-1.24,,ROE 5.0%，低于 10% 良好线,经营现金流/净利润 2.83，高含金量利润,,
600011.SH,华能国际,电力,watch,5.3,YELLOW,0.19039999999999999,0.184473,0.085068,4.66446782,0.652629,-0.06623011,0.42169233,7.713312,1.532665,1073.74958576,6.84,-1.16,,毛利率 18.4%，低于 20%（弱护城河风险）;资产负债率 65.3%，超过 50%，杠杆偏高;营收同比 -6.6%，负增长,经营现金流/净利润 4.66，高含金量利润;PE(TTM) 7.7 < 15，估值有一定吸引力;净利增长 42.2%，利润增长强劲,,
600012.SH,皖通高速,铁路公路,exclude,4.1,RED,0.1401,0.44502600000000003,0.27662600000000004,1.8852723,0.532856,-0.12684863,-0.01569518,14.813685,2.065832,275.93759007,16.15,-2,营收同比下降 -12.7%，大幅萎缩,资产负债率 53.3%，超过 50%，杠杆偏高;净利同比 -1.6%，利润下滑,高毛利率 44.5%，通常意味差异化/护城河;净利率 27.7%，出色的费用控制或定价权;经营现金流/净利润 1.89，高含金量利润;PE(TTM) 14.8 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600015.SH,华夏银行,银行Ⅱ,exclude,1.7999999999999998,RED,0.0832,,0.30192399999999997,2.5390808799999998,0.915612,-0.05385708,-0.01719902,3.878398,0.327341,1051.97677173,6.61,-0.75,资产负债率 91.6%，超过 70% 高杠杆红线,ROE 8.3%，低于 10% 良好线;毛利率数据缺失;营收同比 -5.4%，负增长;净利同比 -1.7%，利润下滑,净利率 30.2%，出色的费用控制或定价权;经营现金流/净利润 2.54，高含金量利润;PE(TTM) 3.9 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,1
600016.SH,民生银行,银行Ⅱ,exclude,0,RED,0.0493,,0.21406199999999997,-5.15250466,0.910221,0.048242719999999996,-0.0536599,5.104342,0.260186,1497.35871277,3.42,-1.44,ROE 仅 4.9%，低于 5% 资本回报红线;经营现金流/净利润仅 -5.15，低于 0.5（严重盈利质量隐患）;资产负债率 91.0%，超过 70% 高杠杆红线,毛利率数据缺失;净利同比 -5.4%，利润下滑,净利率 21.4%，出色的费用控制或定价权;PE(TTM) 5.1 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,1
600017.SH,日照港,航运港口,exclude,0,RED,0.0356,0.201819,0.073494,4.47390687,0.5987279999999999,-0.07562001,-0.24451562,18.655581,0.581737,81.81239342,2.66,-0.37,ROE 仅 3.6%，低于 5% 资本回报红线;净利同比下降 -24.5%，严重恶化,资产负债率 59.9%，超过 50%，杠杆偏高;营收同比 -7.6%，负增长,经营现金流/净利润 4.47，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600018.SH,上港集团,航运港口,watch,5.2,YELLOW,0.09878999999999999,0.361224,0.37750900000000004,0.8701407600000001,0.296768,0.03920891,-0.09293378000000001,8.637307,0.812451,1180.29399755,5.07,-0.59,,ROE 9.9%，低于 10% 良好线;净利同比 -9.3%，利润下滑,净利率 37.8%，出色的费用控制或定价权;资产负债率仅 29.7%，财务结构稳健;PE(TTM) 8.6 < 15，估值有一定吸引力,,
600019.SH,宝钢股份,普钢,exclude,4.2,RED,0.0507,0.072392,0.035943,3.24747839,0.379675,-0.01430557,0.40528746,12.356553,0.601204,1252.46987307,5.75,1.41,,ROE 5.1%，低于 10% 良好线;毛利率 7.2%，低于 20%（弱护城河风险）;净利率 3.6%，低于 5%，价格敏感度高;营收同比 -1.4%，负增长,经营现金流/净利润 3.25，高含金量利润;PE(TTM) 12.4 < 15，估值有一定吸引力;净利增长 40.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600020.SH,中原高速,铁路公路,exclude,0,RED,0.045,0.358179,0.095205,3.90812568,0.708056,-0.05313845,-0.29132819,12.922117,0.707826,84.2764437,3.75,-0.27,ROE 仅 4.5%，低于 5% 资本回报红线;资产负债率 70.8%，超过 70% 高杠杆红线;净利同比下降 -29.1%，严重恶化,营收同比 -5.3%，负增长,经营现金流/净利润 3.91，高含金量利润;PE(TTM) 12.9 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600021.SH,上海电力,电力,watch,5.2,YELLOW,0.1241,0.25755,0.126442,4.72510103,0.693152,-0.0204882,0.35259284,15.947986,1.920635,399.57761399,14.16,-2.55,,资产负债率 69.3%，超过 50%，杠杆偏高;营收同比 -2.0%，负增长,经营现金流/净利润 4.73，高含金量利润;净利增长 35.3%，利润增长强劲,,
600023.SH,浙能电力,电力,watch,4.5,YELLOW,0.10099999999999999,0.123287,0.09602499999999999,1.52145883,0.425144,-0.0960614,-0.0299228,8.895879,0.853198,658.36877798,4.91,-1.01,,毛利率 12.3%，低于 20%（弱护城河风险）;营收同比 -9.6%，负增长;净利同比 -3.0%，利润下滑,经营现金流/净利润 1.52，高含金量利润;PE(TTM) 8.9 < 15，估值有一定吸引力,,
600025.SH,华能水电,电力,watch,6.1,YELLOW,0.1293,0.569803,0.346576,2.23992199,0.611345,0.06887513,0.02496186,20.967467,2.523472,1790.4481581,9.61,-1.03,,资产负债率 61.1%，超过 50%，杠杆偏高,高毛利率 57.0%，通常意味差异化/护城河;净利率 34.7%，出色的费用控制或定价权;经营现金流/净利润 2.24，高含金量利润,,
600026.SH,中远海能,航运港口,watch,6,YELLOW,0.104225,0.261254,0.185128,1.83021509,0.460861,0.026780650000000003,-0.00110205,16.606257,1.89504,913.69276773,16.7,-0.3,,净利同比 -0.1%，利润下滑,经营现金流/净利润 1.83，高含金量利润,,
600027.SH,华电国际,电力,exclude,2.7,RED,0.11810000000000001,0.11436199999999999,0.065205,4.4842093,0.61364,-0.10946563,0.01387737,8.976062,1.054474,527.17454795,4.54,-1.3,营收同比下降 -10.9%，大幅萎缩,毛利率 11.4%，低于 20%（弱护城河风险）;资产负债率 61.4%，超过 50%，杠杆偏高,经营现金流/净利润 4.48，高含金量利润;PE(TTM) 9.0 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600028.SH,中国石化,炼化及贸易,exclude,0,RED,0.038599999999999995,0.15886,0.012664,5.10849131,0.540841,-0.0946408,-0.36777771000000004,17.00733,0.725724,6046.2757111,5,0.2,ROE 仅 3.9%，低于 5% 资本回报红线;净利同比下降 -36.8%，严重恶化,毛利率 15.9%，低于 20%（弱护城河风险）;净利率 1.3%，低于 5%，价格敏感度高;资产负债率 54.1%，超过 50%，杠杆偏高;营收同比 -9.5%，负增长,经营现金流/净利润 5.11，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600029.SH,南方航空,航空机场,exclude,0,RED,0.024399999999999998,0.10137399999999999,0.014732,44.58459743,0.8427419999999999,0.04610157,1.5053066000000002,29.486959,2.454528,909.67268617,5.02,-0.59,ROE 仅 2.4%，低于 5% 资本回报红线;资产负债率 84.3%，超过 70% 高杠杆红线,毛利率 10.1%，低于 20%（弱护城河风险）;净利率 1.5%，低于 5%，价格敏感度高,经营现金流/净利润 44.58，高含金量利润;净利增长 150.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600030.SH,中信证券,证券Ⅱ,watch,4.5,YELLOW,0.1059,,0.414227,2.46389389,0.843498,0.28794996,0.38575937000000005,12.667625,1.463757,4266.9887411,27.31,-1.9,资产负债率 84.3%，超过 70% 高杠杆红线,毛利率数据缺失,净利率 41.4%，出色的费用控制或定价权;经营现金流/净利润 2.46，高含金量利润;PE(TTM) 12.7 < 15，估值有一定吸引力;营收增长 28.8%，强成长;净利增长 38.6%，利润增长强劲,,1
600031.SH,三一重工,工程机械,watch,7.1,YELLOW,0.1118,0.275361,0.09512000000000001,2.37572854,0.483948,0.14732072000000002,0.4117979,20.477273,1.903459,1724.06333194,18.75,0.16,,,经营现金流/净利润 2.38，高含金量利润;净利增长 41.2%，利润增长强劲,,
600032.SH,浙江新能,电力,exclude,0,RED,0.04,0.398581,0.15343400000000001,8.89516574,0.66786,-0.01716373,-0.10692571,38.120359,1.335989,171.69381813,7.14,-3.9,ROE 仅 4.0%，低于 5% 资本回报红线;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,资产负债率 66.8%，超过 50%，杠杆偏高;营收同比 -1.7%，负增长;净利同比 -10.7%，利润下滑,经营现金流/净利润 8.90，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600033.SH,福建高速,铁路公路,star,7.5,GREEN,0.0786,0.5580120000000001,0.386661,2.9373062599999997,0.15023,0.00764599,0.21454467000000002,10.000803,0.76078,95.77956,3.49,-0.29,,ROE 7.9%，低于 10% 良好线,高毛利率 55.8%，通常意味差异化/护城河;净利率 38.7%，出色的费用控制或定价权;经营现金流/净利润 2.94，高含金量利润;资产负债率仅 15.0%，财务结构稳健;PE(TTM) 10.0 < 15，估值有一定吸引力;净利增长 21.5%，利润增长强劲,,
600035.SH,楚天高速,铁路公路,exclude,2.0999999999999996,RED,0.061900000000000004,0.18492799999999998,0.069729,2.77115397,0.5538580000000001,0.49829465999999994,-0.2966803,10.895526,0.601486,54.74394063,3.4,-0.58,净利同比下降 -29.7%，严重恶化,ROE 6.2%，低于 10% 良好线;毛利率 18.5%，低于 20%（弱护城河风险）;资产负债率 55.4%，超过 50%，杠杆偏高,经营现金流/净利润 2.77，高含金量利润;PE(TTM) 10.9 < 15，估值有一定吸引力;营收增长 49.8%，强成长,RED（红牌≥2 或综合分<4.5）,
600036.SH,招商银行,银行Ⅱ,exclude,4.2,RED,0.1344,,0.447738,3.0060859900000003,0.902001,0.00013037999999999998,0.012062729999999999,6.434325,0.856574,9699.55261814,38.46,-0.8,资产负债率 90.2%，超过 70% 高杠杆红线,毛利率数据缺失,净利率 44.8%，出色的费用控制或定价权;经营现金流/净利润 3.01，高含金量利润;PE(TTM) 6.4 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,1
600037.SH,歌华有线,电视广播Ⅱ,exclude,1.0999999999999996,RED,0.0027,0.060599999999999994,0.015458000000000001,5.0915906699999995,0.20171299999999998,-0.04078581,1.4935654999999999,144.247657,0.762627,97.42445188,7,-0.99,ROE 仅 0.3%，低于 5% 资本回报红线,毛利率 6.1%，低于 20%（弱护城河风险）;净利率 1.5%，低于 5%，价格敏感度高;PE(TTM) 144.2 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -4.1%，负增长,经营现金流/净利润 5.09，高含金量利润;资产负债率仅 20.2%，财务结构稳健;净利增长 149.4%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600038.SH,中直股份,航空装备Ⅱ,exclude,0,RED,0.039900000000000005,0.092234,0.020470000000000002,-16.53176955,0.6569809999999999,-0.022819020000000002,0.17268799999999998,44.966447,1.244936,219.32143448,26.75,0.6,ROE 仅 4.0%，低于 5% 资本回报红线;经营现金流/净利润仅 -16.53，低于 0.5（严重盈利质量隐患）,毛利率 9.2%，低于 20%（弱护城河风险）;净利率 2.0%，低于 5%，价格敏感度高;资产负债率 65.7%，超过 50%，杠杆偏高;PE(TTM) 45.0 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -2.3%，负增长,,RED（红牌≥2 或综合分<4.5）,
600039.SH,四川路桥,基础建设,exclude,3.2,RED,0.1454,0.143567,0.064802,1.05835244,0.791244,0.07341819,0.01206674,10.345929,1.371977,726.08181886,8.35,-0.36,资产负债率 79.1%，超过 70% 高杠杆红线,毛利率 14.4%，低于 20%（弱护城河风险）,PE(TTM) 10.3 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600050.SH,中国联通,通信服务,watch,5.6,YELLOW,0.053899999999999997,0.235369,0.053,10.01576993,0.438943,0.0067601,0.01071591,15.672058,0.79487,1356.87605919,4.34,0.93,,ROE 5.4%，低于 10% 良好线,经营现金流/净利润 10.02，高含金量利润,,
600051.SH,宁波联合,综合Ⅱ,exclude,0.5,RED,0.024900000000000002,0.11382199999999999,0.030522,5.250014200000001,0.175441,-0.29062037,0.03957567,25.339514,0.561793,19.212384,6.18,0.16,ROE 仅 2.5%，低于 5% 资本回报红线;营收同比下降 -29.1%，大幅萎缩,毛利率 11.4%，低于 20%（弱护城河风险）;净利率 3.1%，低于 5%，价格敏感度高,经营现金流/净利润 5.25，高含金量利润;资产负债率仅 17.5%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600054.SH,黄山旅游,旅游及景区,watch,5.8,YELLOW,0.061799999999999994,0.468648,0.147341,2.27855828,0.185172,0.09227397,-0.07151565,28.0731,1.695787,81.47168345,11.17,-0.27,,ROE 6.2%，低于 10% 良好线;净利同比 -7.2%，利润下滑,高毛利率 46.9%，通常意味差异化/护城河;经营现金流/净利润 2.28，高含金量利润;资产负债率仅 18.5%，财务结构稳健,,
600056.SH,中国医药,医药商业,exclude,0.20000000000000018,RED,0.0392,0.105023,0.019077999999999998,3.0130848099999996,0.610436,0.00335403,-0.18770407,29.523723,1.186198,142.55733998,9.53,-0.42,ROE 仅 3.9%，低于 5% 资本回报红线,毛利率 10.5%，低于 20%（弱护城河风险）;净利率 1.9%，低于 5%，价格敏感度高;资产负债率 61.0%，超过 50%，杠杆偏高;净利同比 -18.8%，利润下滑,经营现金流/净利润 3.01，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600057.SH,厦门象屿,物流,exclude,1,RED,0.0501,0.020773,0.004795,7.80927272,0.704308,0.11896402,-0.0886847,13.376198,1.107505,174.59945565,6.15,-1.6,资产负债率 70.4%，超过 70% 高杠杆红线,ROE 5.0%，低于 10% 良好线;毛利率 2.1%，低于 20%（弱护城河风险）;净利率 0.5%，低于 5%，价格敏感度高;净利同比 -8.9%，利润下滑,经营现金流/净利润 7.81，高含金量利润;PE(TTM) 13.4 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600059.SH,古越龙山,非白酒,exclude,3.8,RED,0.0377,0.37674100000000005,0.12125999999999999,1.51735672,0.144464,-0.054453060000000005,0.08139937,33.174727,1.265775,74.74647787,8.2,-2.61,ROE 仅 3.8%，低于 5% 资本回报红线,营收同比 -5.4%，负增长,经营现金流/净利润 1.52，高含金量利润;资产负债率仅 14.4%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600060.SH,海信视像,黑色家电,watch,4.8,YELLOW,0.1211,0.16703900000000002,0.048665,1.86764259,0.407665,-0.01454388,0.09235724,13.347446,1.523564,332.50693032,25.48,-1.43,,毛利率 16.7%，低于 20%（弱护城河风险）;净利率 4.9%，低于 5%，价格敏感度高;营收同比 -1.5%，负增长,经营现金流/净利润 1.87，高含金量利润;PE(TTM) 13.3 < 15，估值有一定吸引力,,
600061.SH,国投资本,多元金融,watch,4.6,YELLOW,0.0608,0.593468,68.773814,4.53917684,0.810144,0.62045891,0.21712703,12.08464,0.743466,406.66461836,6.36,-1.55,资产负债率 81.0%，超过 70% 高杠杆红线,ROE 6.1%，低于 10% 良好线,高毛利率 59.3%，通常意味差异化/护城河;净利率 6877.4%，出色的费用控制或定价权;经营现金流/净利润 4.54，高含金量利润;PE(TTM) 12.1 < 15，估值有一定吸引力;营收增长 62.0%，强成长;净利增长 21.7%，利润增长强劲,,1
600062.SH,华润双鹤,化学制药,watch,6.2,YELLOW,0.14859999999999998,0.58014,0.153009,0.90440806,0.265092,-0.01880444,0.011814789999999999,10.225156,1.371105,166.17320176,16,-2.56,,营收同比 -1.9%，负增长,高毛利率 58.0%，通常意味差异化/护城河;资产负债率仅 26.5%，财务结构稳健;PE(TTM) 10.2 < 15，估值有一定吸引力,,
600063.SH,皖维高新,化学纤维,exclude,2,RED,0.0512,0.126683,0.054217,0.77164345,0.457399,-0.00220365,0.17385385,27.347353,1.461935,123.73256565,5.98,0,,ROE 5.1%，低于 10% 良好线;毛利率 12.7%，低于 20%（弱护城河风险）;经营现金流/净利润 0.77，低于 0.8（利润含金量存疑）;营收同比 -0.2%，负增长,,RED（红牌≥2 或综合分<4.5）,
600064.SH,南京高科,房地产开发,watch,4.5,YELLOW,0.0967,0.23049299999999998,0.50628,0.53573719,0.47651499999999997,0.72756173,0.060858930000000006,7.381889,0.659864,130.29457519,7.53,-0.66,,ROE 9.7%，低于 10% 良好线;经营现金流/净利润 0.54，低于 0.8（利润含金量存疑）,净利率 50.6%，出色的费用控制或定价权;PE(TTM) 7.4 < 15，估值有一定吸引力;营收增长 72.8%，强成长,,
600066.SH,宇通客车,商用车,watch,5.5,YELLOW,0.3803,0.24141100000000001,0.135788,0.57551358,0.519728,0.11308061,0.34942166999999996,11.577387,4.894924,635.17916308,28.69,-1.78,,经营现金流/净利润 0.58，低于 0.8（利润含金量存疑）;资产负债率 52.0%，超过 50%，杠杆偏高,高 ROE 38.0%，显示强护城河;PE(TTM) 11.6 < 15，估值有一定吸引力;净利增长 34.9%，利润增长强劲,,
600067.SH,冠城新材,电网设备,exclude,1,RED,0.013000000000000001,0.09736,0.010515000000000002,20.66084521,0.5754670000000001,0.4664103,1.11190974,201.985333,0.69678,38.96672469,2.8,-0.36,ROE 仅 1.3%，低于 5% 资本回报红线,毛利率 9.7%，低于 20%（弱护城河风险）;净利率 1.1%，低于 5%，价格敏感度高;资产负债率 57.5%，超过 50%，杠杆偏高,经营现金流/净利润 20.66，高含金量利润;营收增长 46.6%，强成长;净利增长 111.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600071.SH,凤凰光学,光学光电子,exclude,0.09999999999999964,RED,0.0699,0.169177,0.02281,4.66818734,0.7186910000000001,-0.04763227,1.56013004,163.168174,8.711816,44.37604491,15.76,0.19,资产负债率 71.9%，超过 70% 高杠杆红线,ROE 7.0%，低于 10% 良好线;毛利率 16.9%，低于 20%（弱护城河风险）;净利率 2.3%，低于 5%，价格敏感度高;PE(TTM) 163.2 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -4.8%，负增长,经营现金流/净利润 4.67，高含金量利润;净利增长 156.0%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600081.SH,东风科技,汽车零部件,exclude,0,RED,0.004114,0.145211,0.023673000000000003,11.02118258,0.46067,-0.0786305,-0.79361022,247.066089,1.221271,56.46397196,10.21,2.1,ROE 仅 0.4%，低于 5% 资本回报红线;净利同比下降 -79.4%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,毛利率 14.5%，低于 20%（弱护城河风险）;净利率 2.4%，低于 5%，价格敏感度高;PE(TTM) 247.1 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -7.9%，负增长,经营现金流/净利润 11.02，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600085.SH,同仁堂,中药Ⅱ,exclude,1.2999999999999998,RED,0.0886,0.428742,0.09464299999999999,2.26410692,0.30184,-0.0721125,-0.22073387,31.134401,2.38359,335.73592014,24.48,-1.45,净利同比下降 -22.1%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,ROE 8.9%，低于 10% 良好线;营收同比 -7.2%，负增长,高毛利率 42.9%，通常意味差异化/护城河;经营现金流/净利润 2.26，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600089.SH,特变电工,电网设备,exclude,3.8,RED,0.087546,0.188024,0.061722,1.5670421200000002,0.556002,-0.00608672,0.43687328999999997,17.094811,1.4655,1054.51780957,20.87,-0.67,,ROE 8.8%，低于 10% 良好线;毛利率 18.8%，低于 20%（弱护城河风险）;资产负债率 55.6%，超过 50%，杠杆偏高;营收同比 -0.6%，负增长,经营现金流/净利润 1.57，高含金量利润;净利增长 43.7%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600094.SH,大名城,房地产开发,exclude,1,RED,0.0141,0.205873,0.06688100000000001,4.52188329,0.35080399999999995,-0.46134756000000005,1.06142033,67.841084,0.95242,97.88039689,4.21,2.18,ROE 仅 1.4%，低于 5% 资本回报红线;营收同比下降 -46.1%，大幅萎缩,PE(TTM) 67.8 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 4.52，高含金量利润;净利增长 106.1%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600095.SH,湘财股份,证券Ⅱ,exclude,0,RED,0.038562,0.039869,1.541899,3.54302987,0.720766,-0.31617203,3.2514939600000003,51.706034,1.845334,227.01950679,7.94,-2.58,ROE 仅 3.9%，低于 5% 资本回报红线;资产负债率 72.1%，超过 70% 高杠杆红线;营收同比下降 -31.6%，大幅萎缩,毛利率 4.0%，低于 20%（弱护城河风险）;PE(TTM) 51.7 > 40 且无 20%+ 高增长支撑，估值偏贵,净利率 154.2%，出色的费用控制或定价权;经营现金流/净利润 3.54，高含金量利润;净利增长 325.1%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,1
600096.SH,云天化,农化制品,watch,4.5,YELLOW,0.2187,0.20213799999999998,0.11355399999999999,1.76243996,0.471719,-0.21473615,-0.03396183,9.955493,2.021477,526.66202219,28.89,0.31,营收同比下降 -21.5%，大幅萎缩,净利同比 -3.4%，利润下滑,高 ROE 21.9%，显示强护城河;经营现金流/净利润 1.76，高含金量利润;PE(TTM) 10.0 < 15，估值有一定吸引力,,
600097.SH,开创国际,渔业,exclude,2.5999999999999996,RED,0.032400000000000005,0.29712700000000003,0.033403999999999996,2.27339945,0.315409,0.00904496,0.20759745,80.292154,0.919759,20.72054407,8.6,1.3,ROE 仅 3.2%，低于 5% 资本回报红线,净利率 3.3%，低于 5%，价格敏感度高;PE(TTM) 80.3 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.27，高含金量利润;净利增长 20.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600098.SH,广州发展,电力,exclude,4,RED,0.08606899999999999,0.087383,0.048774,2.42343681,0.633932,0.05326142,0.33931964000000003,9.0472,0.782319,217.36362882,6.2,-0.32,,ROE 8.6%，低于 10% 良好线;毛利率 8.7%，低于 20%（弱护城河风险）;净利率 4.9%，低于 5%，价格敏感度高;资产负债率 63.4%，超过 50%，杠杆偏高,经营现金流/净利润 2.42，高含金量利润;PE(TTM) 9.0 < 15，估值有一定吸引力;净利增长 33.9%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600099.SH,林海股份,摩托车及其他,exclude,1.2999999999999998,RED,0.0458,0.131762,0.021703999999999998,5.156779330000001,0.52671,0.07662236,0.33236659,77.844662,3.563281,19.633152,8.96,1.7,ROE 仅 4.6%，低于 5% 资本回报红线,毛利率 13.2%，低于 20%（弱护城河风险）;净利率 2.2%，低于 5%，价格敏感度高;资产负债率 52.7%，超过 50%，杠杆偏高;PE(TTM) 77.8 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 5.16，高含金量利润;净利增长 33.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600100.SH,同方股份,计算机设备,exclude,0,RED,0.0302,0.26751,0.019253,2.8631921399999998,0.579249,-0.10337539,0.0265572,69.937506,1.462026,231.84060174,6.92,-0.29,ROE 仅 3.0%，低于 5% 资本回报红线;营收同比下降 -10.3%，大幅萎缩,净利率 1.9%，低于 5%，价格敏感度高;资产负债率 57.9%，超过 50%，杠杆偏高;PE(TTM) 69.9 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.86，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600101.SH,明星电力,电力,exclude,3.9000000000000004,RED,0.0603,0.10989,0.060953,1.19299981,0.25068,0.06293211,-0.12022814,23.814795,1.389289,43.88378393,8.01,-2.32,,ROE 6.0%，低于 10% 良好线;毛利率 11.0%，低于 20%（弱护城河风险）;净利同比 -12.0%，利润下滑,资产负债率仅 25.1%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600103.SH,青山纸业,造纸,exclude,0,RED,0.0139,0.18736799999999998,0.030314,2.49467491,0.283005,-0.06976111,-0.35477055,168.805076,1.662203,66.10438904,2.95,0,ROE 仅 1.4%，低于 5% 资本回报红线;净利同比下降 -35.5%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,毛利率 18.7%，低于 20%（弱护城河风险）;净利率 3.0%，低于 5%，价格敏感度高;PE(TTM) 168.8 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -7.0%，负增长,经营现金流/净利润 2.49，高含金量利润;资产负债率仅 28.3%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600104.SH,上汽集团,乘用车,exclude,2,RED,0.034300000000000004,0.100918,0.026997,3.39474371,0.6237210000000001,0.052238059999999996,5.06453505,11.485471,0.386355,1161.0230279,10.1,-0.69,ROE 仅 3.4%，低于 5% 资本回报红线,毛利率 10.1%，低于 20%（弱护城河风险）;净利率 2.7%，低于 5%，价格敏感度高;资产负债率 62.4%，超过 50%，杠杆偏高,经营现金流/净利润 3.39，高含金量利润;PE(TTM) 11.5 < 15，估值有一定吸引力;净利增长 506.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600105.SH,永鼎股份,通信设备,exclude,3.0999999999999996,RED,0.074799,0.138858,0.039379,1.3337370899999998,0.6189439999999999,0.28596839,2.8043245000000003,588.402154,18.209907,604.24245167,41.33,1.4,,ROE 7.5%，低于 10% 良好线;毛利率 13.9%，低于 20%（弱护城河风险）;净利率 3.9%，低于 5%，价格敏感度高;资产负债率 61.9%，超过 50%，杠杆偏高,经营现金流/净利润 1.33，高含金量利润;营收增长 28.6%，强成长;净利增长 280.4%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
